gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,loan_amount,loan_purpose,loan_length,collateral,writeoff
M,30,single,highsch,0,part_time,6,9,28688,no,0,owner,7,24431,other,57,yes,no
M,29,divorced,highsch,3,full_time,1,3,31875,no,0,owner,3,22834,vehicle,55,no,no
F,46,divorced,univ,3,self_employ,1,5,95625,no,0,tenant,5,69617,debt_consol,30,yes,no
M,30,married,highsch,2,full_time,1,7,47813,yes,54533,tenant,6,87304,debt_consol,59,no,yes
F,28,divorced,highsch,0,full_time,5,6,31875,no,0,tenant,8,20801,debt_consol,59,no,no
M,43,married,univ,0,unemployed,0,14,0,yes,1449,tenant,12,6739,debt_consol,9,no,yes
F,29,married,postgrad,0,unemployed,0,4,0,yes,17087,tenant,4,11578,vehicle,55,no,yes
F,31,divorced,univ,1,unemployed,0,2,0,no,0,owner,8,8454,other,9,yes,no
F,23,single,basic,0,part_time,3,2,12750,no,0,owner_morg,8,9590,vehicle,11,no,yes
M,45,married,highsch,0,part_time,9,14,28688,yes,36206,tenant,12,32345,other,57,no,yes
M,24,single,univ,0,full_time,2,2,53125,no,0,owner_morg,8,49066,home_improv,56,yes,no
M,25,single,univ,0,full_time,0,2,53125,no,0,owner,6,48835,home_improv,54,no,yes
F,43,married,basic,2,part_time,12,18,19125,yes,59655,tenant,13,32141,debt_consol,25,no,no
F,31,divorced,univ,1,self_employ,4,10,95625,no,0,tenant,4,44391,debt_consol,53,no,no
F,47,divorced,basic,1,self_employ,0,20,38250,no,0,tenant,3,38176,other,44,no,no
F,27,single,basic,0,full_time,0,4,21250,no,0,owner,5,15581,other,34,no,no
M,35,divorced,highsch,1,unemployed,0,3,0,no,0,tenant,1,9983,debt_consol,12,no,yes
F,23,married,highsch,1,unemployed,0,1,0,yes,16363,owner,7,5149,holidays,10,yes,no
F,29,married,basic,0,part_time,4,7,12750,yes,29256,tenant,7,11245,holidays,28,no,yes
M,25,single,univ,0,self_employ,0,0,63750,no,0,owner_morg,9,16621,other,60,yes,yes
M,32,married,univ,0,unemployed,0,9,0,no,0,owner_morg,9,11441,other,44,yes,no
M,22,single,univ,0,part_time,1,1,31875,no,0,tenant,3,18410,debt_consol,58,no,yes
M,40,married,highsch,3,unemployed,0,17,0,no,0,tenant,11,16836,holidays,54,no,no
M,31,married,univ,2,self_employ,1,2,95625,yes,43069,tenant,8,15495,debt_consol,53,no,no
F,28,single,basic,0,part_time,2,6,12750,no,0,owner_morg,3,7509,debt_consol,11,yes,no
F,29,divorced,univ,1,full_time,3,5,53125,no,0,tenant,5,16747,vehicle,52,yes,no
F,25,married,highsch,3,unemployed,0,4,0,yes,2551,tenant,3,14006,other,30,no,no
M,45,divorced,univ,1,self_employ,7,6,95625,no,0,tenant,7,52706,debt_consol,32,no,yes
M,34,divorced,basic,1,unemployed,0,6,0,no,0,owner,2,5214,other,11,no,yes
M,30,single,highsch,0,self_employ,5,9,57375,no,0,tenant,8,15560,wedding,25,no,yes
F,30,divorced,univ,2,full_time,2,2,79688,no,0,tenant,10,34884,other,44,no,yes
M,52,single,highsch,0,self_employ,8,23,66938,no,0,owner,7,18300,other,43,yes,yes
F,31,widowed,univ,1,self_employ,4,7,95625,no,0,owner_morg,11,32688,debt_consol,30,no,no
M,34,married,highsch,2,full_time,2,8,47813,yes,54737,tenant,14,72188,other,33,no,no
F,29,widowed,univ,1,full_time,2,2,53125,no,0,tenant,6,29214,wedding,31,no,no
F,33,married,univ,3,self_employ,6,9,95625,yes,91179,owner_morg,6,132893,home_improv,76,yes,no
M,48,divorced,univ,3,full_time,13,15,79688,no,0,tenant,4,6299,other,8,yes,no
M,55,divorced,highsch,0,unemployed,0,18,0,no,0,tenant,5,6786,other,12,no,yes
F,32,single,univ,0,part_time,0,0,47813,no,0,tenant,12,21037,debt_consol,59,no,yes
F,27,divorced,postgrad,2,full_time,1,4,85000,no,0,tenant,9,31930,debt_consol,51,yes,yes
F,30,married,univ,2,unemployed,0,10,0,yes,32613,owner,11,24674,holidays,59,no,no
F,40,single,highsch,0,part_time,0,18,28688,no,0,tenant,4,10632,other,56,no,yes
F,30,single,highsch,0,unemployed,0,2,0,no,0,tenant,4,7684,other,11,no,yes
M,27,divorced,postgrad,0,full_time,5,7,85000,no,0,owner_morg,3,41855,home_improv,25,no,yes
F,25,divorced,univ,0,full_time,4,5,53125,no,0,tenant,5,28442,debt_consol,52,no,yes
F,29,divorced,highsch,0,full_time,4,6,31875,no,0,tenant,7,12069,other,42,no,yes
F,29,married,highsch,1,full_time,1,1,31875,no,0,owner_morg,3,10277,vehicle,31,no,no
M,29,married,univ,3,full_time,0,4,53125,yes,53107,owner,7,83937,debt_consol,45,yes,no
M,25,single,highsch,0,full_time,1,2,31875,no,0,tenant,8,8300,wedding,12,no,yes
F,44,widowed,basic,3,full_time,4,7,31875,no,0,owner_morg,9,17839,other,29,yes,no
M,31,married,highsch,2,self_employ,3,10,57375,yes,31669,tenant,12,10580,vehicle,56,no,no
M,33,married,postgrad,0,full_time,7,9,127500,no,0,owner_morg,6,125804,home_improv,48,yes,no
F,24,married,univ,1,self_employ,1,1,63750,yes,58021,owner,5,61511,debt_consol,26,no,no
M,23,single,highsch,0,self_employ,0,1,38250,no,0,tenant,6,31178,other,31,no,yes
F,38,widowed,highsch,3,self_employ,2,6,57375,no,0,tenant,3,44279,debt_consol,31,no,no
M,32,single,highsch,0,full_time,7,10,47813,no,0,tenant,13,27012,debt_consol,28,no,yes
F,43,divorced,highsch,0,self_employ,2,10,57375,no,0,tenant,4,28007,vehicle,45,no,yes
F,34,divorced,highsch,1,part_time,2,8,28688,no,0,tenant,10,7011,vehicle,10,no,yes
F,37,divorced,highsch,0,full_time,7,12,47813,no,0,tenant,14,39593,other,27,no,yes
F,26,single,highsch,0,full_time,2,2,31875,no,0,tenant,6,27756,other,30,no,yes
M,31,married,postgrad,2,self_employ,5,10,153000,yes,58305,owner,12,148926,home_improv,49,no,no
F,45,widowed,basic,2,self_employ,12,10,38250,no,0,tenant,11,29098,debt_consol,26,no,no
M,26,divorced,basic,2,full_time,4,5,21250,no,0,tenant,8,11408,debt_consol,33,no,yes
F,35,divorced,highsch,2,unemployed,0,10,0,no,0,tenant,6,10411,wedding,43,no,yes
M,33,married,univ,2,unemployed,0,8,0,yes,49772,tenant,9,10945,holidays,45,no,no
M,31,married,highsch,3,self_employ,5,9,57375,no,0,tenant,11,12205,other,27,no,no
F,26,married,univ,0,full_time,4,6,53125,yes,25471,owner_morg,2,16544,other,52,yes,no
M,26,widowed,univ,3,full_time,3,6,53125,no,0,tenant,3,22794,debt_consol,60,no,no
M,27,married,basic,0,self_employ,0,2,25500,yes,32982,tenant,9,36178,debt_consol,50,no,yes
M,30,married,univ,2,unemployed,0,1,0,yes,43544,tenant,12,10160,debt_consol,39,no,no
F,31,married,postgrad,0,self_employ,1,6,153000,yes,56182,owner_morg,11,5929,vehicle,6,no,yes
M,22,divorced,univ,0,full_time,2,2,53125,no,0,tenant,8,9466,other,11,no,yes
F,42,married,highsch,3,part_time,8,8,28688,yes,45942,owner,15,55346,home_improv,58,yes,no
M,26,divorced,basic,0,full_time,0,1,21250,no,0,tenant,8,5428,debt_consol,6,no,yes
F,34,married,univ,2,unemployed,0,10,0,yes,50338,tenant,11,23383,holidays,60,yes,yes
M,55,widowed,basic,2,part_time,19,21,22313,no,0,owner,6,15508,other,49,yes,no
M,33,single,postgrad,0,full_time,0,6,127500,no,0,owner_morg,14,67545,debt_consol,35,yes,no
M,36,married,highsch,1,full_time,3,12,47813,yes,55530,owner,2,39023,debt_consol,37,yes,no
F,22,divorced,univ,0,self_employ,1,1,63750,no,0,owner_morg,5,47852,home_improv,56,yes,no
F,32,married,univ,1,unemployed,0,4,0,yes,56381,tenant,15,25153,vehicle,32,yes,no
F,29,divorced,highsch,3,full_time,2,4,31875,no,0,owner,6,31152,home_improv,35,no,yes
M,27,single,univ,0,full_time,2,7,53125,no,0,owner,9,7833,other,11,yes,no
M,27,divorced,postgrad,1,full_time,4,7,85000,no,0,owner,1,27002,wedding,26,yes,no
F,41,divorced,univ,0,unemployed,0,15,0,no,0,owner,13,15243,vehicle,50,yes,no
F,30,single,univ,0,unemployed,0,3,0,no,0,tenant,10,14887,vehicle,33,no,yes
F,36,married,postgrad,2,full_time,2,13,127500,no,0,owner_morg,6,61764,debt_consol,40,yes,no
M,25,single,univ,0,self_employ,3,5,63750,no,0,tenant,7,26053,other,34,no,no
F,26,married,univ,0,unemployed,0,1,0,yes,267,tenant,5,9253,holidays,7,no,yes
F,47,married,univ,3,full_time,8,7,79688,yes,62254,tenant,3,87635,debt_consol,25,no,no
F,21,divorced,highsch,0,unemployed,0,1,0,no,0,owner,3,7306,vehicle,11,no,yes
M,24,divorced,highsch,0,unemployed,0,4,0,no,0,owner_morg,8,10424,debt_consol,29,yes,no
F,30,divorced,highsch,0,unemployed,0,9,0,no,0,owner,7,8880,wedding,11,yes,no
M,33,single,highsch,0,self_employ,1,7,57375,no,0,tenant,9,52754,debt_consol,45,no,yes
F,33,single,highsch,0,part_time,3,7,28688,no,0,tenant,12,7547,vehicle,11,no,yes
M,38,divorced,univ,2,self_employ,1,9,95625,no,0,tenant,1,21000,debt_consol,29,no,yes
F,33,married,highsch,1,full_time,0,0,47813,yes,49536,tenant,2,73313,debt_consol,28,no,no
F,30,married,highsch,1,full_time,5,7,47813,yes,57463,owner_morg,15,55562,debt_consol,28,no,no
F,32,single,univ,0,unemployed,0,6,0,no,0,tenant,10,19471,debt_consol,25,no,yes
F,26,widowed,highsch,0,full_time,1,3,31875,no,0,owner,5,27607,other,31,yes,yes
M,33,single,highsch,0,part_time,7,8,28688,no,0,owner,5,12557,vehicle,51,yes,no
M,21,single,highsch,0,part_time,0,0,19125,no,0,w_parents,4,18755,debt_consol,41,no,yes
F,27,married,postgrad,2,full_time,5,7,85000,yes,33991,owner_morg,4,109135,home_improv,53,no,no
F,29,single,highsch,0,unemployed,0,1,0,no,0,owner_morg,10,14420,vehicle,37,no,yes
M,40,single,highsch,0,part_time,10,18,28688,no,0,tenant,3,25305,vehicle,50,no,yes
M,50,single,highsch,0,self_employ,4,8,66938,no,0,tenant,4,56280,other,37,no,yes
M,29,married,highsch,0,unemployed,0,9,0,yes,27080,owner,2,12572,vehicle,59,yes,yes
F,51,single,highsch,0,part_time,3,24,33469,no,0,owner,5,13178,other,39,no,no
F,37,divorced,highsch,2,full_time,8,9,47813,no,0,owner_morg,10,40028,home_improv,34,yes,no
F,30,single,highsch,0,self_employ,6,6,57375,no,0,tenant,8,42753,debt_consol,52,no,yes
F,32,married,highsch,1,part_time,3,2,28688,no,0,tenant,1,12970,vehicle,44,no,no
M,35,married,highsch,3,full_time,8,12,47813,yes,48952,owner,2,89697,home_improv,46,no,no
M,38,divorced,highsch,2,part_time,7,14,28688,no,0,owner,11,12137,debt_consol,50,yes,no
F,33,single,postgrad,0,full_time,8,9,127500,no,0,tenant,14,32433,other,31,no,yes
F,25,single,highsch,0,full_time,0,6,31875,no,0,owner_morg,10,28768,wedding,40,yes,no
M,32,married,postgrad,2,part_time,7,10,76500,yes,45203,tenant,12,27916,vehicle,43,no,no
M,26,divorced,basic,2,unemployed,0,0,0,no,0,owner_morg,6,6949,other,12,no,yes
M,40,married,highsch,1,full_time,2,18,47813,no,0,tenant,12,16133,other,58,no,no
M,34,widowed,postgrad,0,full_time,8,8,127500,no,0,owner_morg,14,24810,vehicle,60,no,no
F,37,married,highsch,2,self_employ,5,15,57375,yes,36070,tenant,5,39162,debt_consol,35,yes,no
M,24,widowed,basic,1,full_time,1,3,21250,no,0,tenant,5,6123,other,8,no,no
M,30,divorced,basic,0,unemployed,0,2,0,no,0,owner,4,19584,debt_consol,29,yes,no
M,31,married,basic,0,unemployed,0,6,0,no,0,tenant,5,11663,debt_consol,55,no,yes
F,39,single,highsch,0,full_time,7,6,47813,no,0,tenant,2,29307,debt_consol,33,no,yes
F,50,single,postgrad,0,full_time,12,16,148750,no,0,owner_morg,4,101795,debt_consol,80,yes,no
F,30,widowed,highsch,1,unemployed,0,8,0,no,0,tenant,4,7167,vehicle,6,no,no
M,28,married,highsch,3,self_employ,1,2,38250,no,0,tenant,5,21079,vehicle,28,no,no
F,36,divorced,postgrad,3,full_time,4,6,127500,no,0,tenant,10,95223,other,43,no,yes
M,31,married,highsch,2,full_time,3,8,47813,yes,54449,owner,3,48311,home_improv,25,no,no
F,38,single,highsch,0,part_time,4,15,28688,no,0,tenant,6,9910,wedding,12,no,yes
M,24,divorced,highsch,1,self_employ,3,2,38250,no,0,owner,8,15875,vehicle,48,yes,no
M,42,divorced,highsch,2,full_time,0,7,47813,no,0,tenant,15,30891,debt_consol,59,no,no
F,34,married,highsch,1,unemployed,0,5,0,yes,36945,tenant,4,12966,holidays,60,no,no
M,25,single,univ,0,full_time,0,1,53125,no,0,owner_morg,9,46458,home_improv,35,no,yes
F,51,divorced,highsch,1,unemployed,0,26,0,no,0,tenant,14,10734,wedding,57,no,no
M,49,married,highsch,0,part_time,9,12,28688,yes,37324,owner_morg,11,16050,vehicle,24,yes,no
M,48,married,univ,3,part_time,10,13,47813,no,0,owner,3,34088,debt_consol,36,yes,no
M,26,divorced,univ,3,self_employ,2,4,63750,no,0,owner_morg,1,14701,vehicle,60,yes,yes
F,34,married,postgrad,3,part_time,4,10,76500,yes,32178,owner_morg,10,39768,debt_consol,37,no,no
F,30,single,univ,0,self_employ,2,3,95625,no,0,tenant,5,42040,debt_consol,56,no,yes
F,27,divorced,univ,2,part_time,5,6,31875,no,0,owner_morg,6,5146,vehicle,8,no,yes
F,33,married,basic,1,unemployed,0,6,0,yes,31606,tenant,1,6140,other,11,no,no
M,26,widowed,univ,1,full_time,4,6,53125,no,0,owner,1,31137,debt_consol,45,no,no
M,47,married,basic,2,full_time,7,10,31875,yes,44392,owner_morg,1,34495,home_improv,39,yes,no
F,35,divorced,univ,0,part_time,2,2,47813,no,0,owner,13,40075,home_improv,54,yes,no
M,24,single,univ,0,full_time,3,2,53125,no,0,tenant,4,39586,debt_consol,43,no,yes
M,21,divorced,highsch,0,full_time,1,2,31875,no,0,owner_morg,8,29702,vehicle,34,yes,no
M,29,single,univ,0,self_employ,1,6,63750,no,0,tenant,5,25050,wedding,35,no,yes
M,25,married,highsch,3,full_time,3,3,31875,no,0,tenant,5,7734,vehicle,6,no,no
M,27,single,highsch,0,full_time,1,5,31875,no,0,tenant,7,8149,vehicle,12,no,yes
M,34,widowed,basic,0,self_employ,1,6,38250,no,0,owner_morg,10,36473,home_improv,47,yes,no
M,25,single,univ,0,self_employ,0,3,63750,no,0,tenant,6,20408,wedding,45,no,yes
M,35,divorced,basic,2,full_time,3,6,31875,no,0,tenant,13,14495,debt_consol,54,no,yes
F,32,single,highsch,0,part_time,7,10,28688,no,0,owner_morg,1,22248,other,58,no,yes
F,28,married,postgrad,3,unemployed,0,8,0,yes,52558,owner_morg,6,15799,debt_consol,32,yes,no
F,39,widowed,highsch,1,self_employ,0,10,57375,no,0,tenant,3,49028,debt_consol,29,yes,no
F,36,widowed,basic,0,full_time,3,6,31875,no,0,owner,12,24683,other,31,yes,no
F,31,widowed,postgrad,0,full_time,4,10,127500,no,0,owner_morg,5,94491,home_improv,53,yes,no
F,47,single,highsch,0,self_employ,7,21,57375,no,0,tenant,1,42985,debt_consol,38,no,no
M,36,married,highsch,2,unemployed,0,0,0,yes,39464,owner,11,23246,vehicle,43,no,no
F,29,divorced,postgrad,0,full_time,3,9,85000,no,0,tenant,2,26112,other,38,no,no
M,27,divorced,highsch,1,part_time,4,5,19125,no,0,owner_morg,7,6965,vehicle,9,yes,no
F,27,married,highsch,3,part_time,3,6,19125,yes,52193,tenant,5,54599,debt_consol,25,no,no
M,25,divorced,highsch,0,part_time,1,1,19125,no,0,tenant,1,9586,other,9,no,yes
F,27,married,univ,3,unemployed,0,6,0,yes,41889,tenant,10,9620,other,11,no,no
M,22,single,univ,0,part_time,0,0,31875,no,0,tenant,7,31463,other,49,no,yes
F,40,single,univ,0,full_time,1,6,79688,no,0,owner,14,77289,debt_consol,58,yes,yes
M,23,married,highsch,1,part_time,2,4,19125,yes,51062,owner,3,16034,holidays,29,yes,no
F,24,married,highsch,0,part_time,3,3,19125,yes,39066,owner_morg,6,38756,home_improv,24,yes,no
M,34,widowed,highsch,2,full_time,1,7,47813,no,0,owner,10,41925,home_improv,52,no,no
F,25,married,highsch,2,full_time,2,3,31875,yes,50531,tenant,4,57526,debt_consol,43,yes,no
M,26,divorced,univ,1,part_time,2,2,31875,no,0,owner_morg,9,18081,other,31,yes,no
F,33,married,postgrad,0,unemployed,0,1,0,yes,38033,owner,4,21662,holidays,58,yes,no
M,22,single,highsch,0,full_time,0,2,31875,no,0,tenant,6,16082,other,52,no,yes
M,32,married,highsch,2,self_employ,6,6,57375,no,0,tenant,6,15924,vehicle,35,no,no
M,30,single,highsch,0,part_time,0,9,28688,no,0,owner_morg,12,9000,other,7,yes,no
F,24,widowed,univ,0,full_time,1,5,53125,no,0,tenant,3,18089,debt_consol,32,no,no
M,21,single,highsch,0,self_employ,1,2,38250,no,0,owner,5,16322,other,58,no,yes
M,38,divorced,highsch,1,full_time,2,2,47813,no,0,owner_morg,14,17138,vehicle,46,no,no
M,28,widowed,highsch,0,unemployed,0,1,0,no,0,tenant,7,6907,vehicle,11,no,no
F,37,divorced,univ,0,self_employ,6,13,95625,no,0,owner,14,60127,home_improv,28,no,yes
F,27,single,highsch,0,self_employ,2,4,38250,no,0,tenant,4,19017,other,45,no,yes
M,40,divorced,univ,0,full_time,2,18,79688,no,0,owner_morg,14,52815,home_improv,31,no,yes
F,30,single,univ,0,part_time,4,5,47813,no,0,owner_morg,2,10079,vehicle,28,yes,no
M,28,married,highsch,3,unemployed,0,6,0,yes,4034,tenant,7,14021,vehicle,52,no,no
M,24,divorced,highsch,1,full_time,3,2,31875,no,0,tenant,3,12058,wedding,56,no,yes
F,32,single,basic,0,unemployed,0,7,0,no,0,tenant,2,8692,vehicle,6,no,yes
M,40,divorced,highsch,1,full_time,1,14,47813,no,0,tenant,2,25750,other,53,no,yes
F,41,single,postgrad,0,full_time,10,11,127500,no,0,owner_morg,2,102917,home_improv,56,no,yes
M,25,single,highsch,0,full_time,1,4,31875,no,0,tenant,1,30963,debt_consol,32,no,yes
M,28,married,univ,1,part_time,4,6,31875,yes,45478,owner_morg,1,48805,home_improv,24,yes,no
F,21,single,highsch,0,self_employ,0,2,38250,no,0,owner,6,34982,home_improv,45,yes,no
M,24,divorced,univ,1,self_employ,2,2,63750,no,0,tenant,8,48675,debt_consol,58,no,yes
M,28,married,univ,2,self_employ,4,7,63750,yes,46375,owner_morg,1,49793,home_improv,39,yes,no
M,27,single,highsch,0,unemployed,0,4,0,no,0,owner,1,19436,wedding,33,yes,no
F,29,divorced,highsch,2,self_employ,0,7,38250,no,0,tenant,10,14511,other,28,no,yes
F,30,married,highsch,3,full_time,6,6,47813,no,0,tenant,1,10260,debt_consol,28,no,no
M,25,married,basic,0,part_time,2,2,12750,yes,38797,tenant,9,17879,debt_consol,39,yes,no
M,20,divorced,highsch,1,unemployed,0,0,0,no,0,tenant,4,11488,wedding,25,no,yes
F,30,married,univ,3,self_employ,1,2,95625,yes,92363,owner_morg,13,98948,home_improv,25,yes,no
F,23,divorced,highsch,1,full_time,0,4,31875,no,0,tenant,6,6419,wedding,11,no,yes
F,31,divorced,highsch,0,full_time,1,2,47813,no,0,tenant,7,27790,vehicle,58,no,no
M,28,married,highsch,2,part_time,0,0,19125,yes,52444,owner_morg,10,46904,debt_consol,36,yes,no
M,33,single,basic,0,part_time,6,9,19125,no,0,owner_morg,3,12713,wedding,26,yes,no
M,29,divorced,highsch,0,full_time,5,5,31875,no,0,tenant,1,8711,vehicle,12,no,yes
F,30,divorced,postgrad,2,full_time,1,6,127500,no,0,tenant,7,11909,other,49,no,yes
M,29,single,highsch,0,unemployed,0,7,0,no,0,tenant,6,15766,other,52,no,yes
M,29,widowed,highsch,1,full_time,1,1,31875,no,0,tenant,4,27888,vehicle,30,no,no
F,42,married,highsch,1,self_employ,2,19,57375,yes,34980,owner_morg,8,22668,debt_consol,51,yes,no
F,43,single,univ,0,part_time,2,11,47813,no,0,owner_morg,10,25219,other,55,yes,no
F,23,single,univ,0,full_time,1,4,53125,no,0,owner,4,34936,home_improv,24,no,yes
F,31,married,postgrad,1,self_employ,1,9,153000,yes,101254,owner_morg,13,226821,home_improv,89,yes,no
F,21,single,basic,0,full_time,2,2,21250,no,0,w_parents,3,17284,vehicle,33,no,yes
F,24,single,highsch,0,self_employ,3,4,38250,no,0,tenant,8,7125,debt_consol,11,no,yes
M,27,divorced,highsch,0,full_time,0,0,31875,no,0,owner_morg,6,20734,vehicle,30,no,no
M,23,married,highsch,1,full_time,2,2,31875,yes,43559,tenant,4,36888,other,34,no,no
M,27,married,univ,2,part_time,0,1,31875,yes,50682,tenant,3,80092,debt_consol,52,no,no
F,34,married,univ,0,part_time,5,10,47813,yes,48231,tenant,11,93354,debt_consol,40,no,yes
M,24,divorced,highsch,1,self_employ,2,2,38250,no,0,tenant,6,7450,other,9,no,yes
F,35,single,basic,0,self_employ,0,2,38250,no,0,owner_morg,9,17910,other,27,yes,no
F,41,single,postgrad,0,full_time,10,14,127500,no,0,owner,14,24426,vehicle,48,yes,no
M,30,single,highsch,0,unemployed,0,9,0,no,0,tenant,13,12787,wedding,52,no,yes
F,33,married,basic,2,part_time,2,6,19125,yes,57908,owner_morg,11,5496,holidays,6,yes,no
F,45,married,univ,1,full_time,12,10,79688,yes,47883,owner_morg,13,91356,home_improv,46,no,no
M,27,married,highsch,1,full_time,5,6,31875,yes,59375,owner_morg,7,5679,holidays,12,yes,no
F,32,widowed,univ,1,full_time,0,8,79688,no,0,tenant,1,72004,debt_consol,47,yes,no
F,29,married,postgrad,1,part_time,5,4,51000,yes,47310,tenant,8,55062,other,25,no,no
M,37,divorced,univ,0,full_time,1,8,79688,no,0,owner,12,9752,vehicle,6,no,yes
F,32,married,highsch,2,full_time,0,6,47813,no,0,owner,1,23937,debt_consol,50,yes,no
F,32,single,univ,0,full_time,6,7,79688,no,0,tenant,3,20008,debt_consol,56,no,no
F,30,married,highsch,1,part_time,1,2,28688,yes,44242,tenant,6,33254,debt_consol,53,no,no
F,30,divorced,univ,0,full_time,2,2,79688,no,0,tenant,1,12174,debt_consol,47,no,yes
F,30,single,highsch,0,self_employ,4,5,57375,no,0,tenant,10,50493,debt_consol,30,no,yes
F,23,widowed,highsch,0,unemployed,0,2,0,no,0,tenant,5,15071,wedding,33,no,no
M,30,married,univ,2,unemployed,0,3,0,yes,57481,tenant,1,20929,debt_consol,26,no,yes
M,64,widowed,highsch,0,part_time,2,7,33469,no,0,owner_morg,15,26194,debt_consol,58,yes,no
F,30,married,basic,1,self_employ,4,10,38250,no,0,owner,9,23846,debt_consol,55,no,no
F,25,divorced,highsch,2,unemployed,0,2,0,no,0,owner,8,5111,other,11,no,yes
M,37,divorced,univ,1,self_employ,6,6,95625,no,0,tenant,15,52132,other,30,no,yes
M,33,widowed,highsch,1,full_time,2,7,47813,no,0,owner_morg,5,33642,home_improv,41,yes,no
F,28,divorced,basic,0,self_employ,0,2,25500,no,0,owner,10,20164,vehicle,55,yes,no
M,40,married,highsch,2,unemployed,0,18,0,yes,15147,tenant,11,12060,vehicle,43,no,no
M,24,single,highsch,0,part_time,3,2,19125,no,0,tenant,7,14784,debt_consol,57,no,yes
M,40,single,highsch,0,self_employ,7,13,57375,no,0,tenant,11,33066,debt_consol,46,no,yes
F,28,single,univ,0,full_time,0,1,53125,no,0,owner,7,12891,other,54,yes,no
F,23,widowed,highsch,0,unemployed,0,0,0,no,0,owner_morg,3,12201,wedding,26,no,no
F,33,married,univ,2,part_time,3,8,47813,yes,52690,tenant,5,60542,debt_consol,26,no,no
M,25,divorced,univ,2,self_employ,0,5,63750,no,0,owner,9,16464,vehicle,55,no,yes
M,40,widowed,highsch,1,full_time,6,15,47813,no,0,owner,5,20346,debt_consol,56,no,no
F,40,married,univ,1,self_employ,10,14,95625,yes,70555,owner,1,24810,other,25,no,no
